taskId,sourceSheet,sourceRow,section,kpacId,title,function,stage,marker,requiredType,taskDescription,documentOrEvidence,responsible,remarks,expandedByAllGatesRule,uiStage,originalStage
GPM_GR-28-CKO-171,Gate Checklist-更新版,67,Product Design and Development - AE,GPM_GR-28,Review Pending Design Changes,Product Design and Development,CKO,X,required,"PKO Gate & Gate 1: Check with ENG any pending design changes that could effect the configuration and the assumptions that will be used for the AR
Gate 2: Check with ENG if there are pending design changes that could impact costs, program timing",,Product Eng,,False,CKO,CKO
GPM_GR-28-PKO-172,Gate Checklist-更新版,67,Product Design and Development - AE,GPM_GR-28,Review Pending Design Changes,Product Design and Development,PKO,X,required,Check with ENG any pending design changes that could effect the configuration and the assumptions that will be used for the AR,,Product Eng,,False,PKO,PKO
GPM_GR-28-Gate1-173,Gate Checklist-更新版,67,Product Design and Development - AE,GPM_GR-28,Review Pending Design Changes,Product Design and Development,Gate 1,X,required,Check with ENG any pending design changes that could effect the configuration and the assumptions that will be used for the AR,,Product Eng,,False,Gate1,Gate 1
GPM_GR-28-Gate2-174,Gate Checklist-更新版,67,Product Design and Development - AE,GPM_GR-28,Review Pending Design Changes,Product Design and Development,Gate 2,X,required,"Check with ENG if there are pending design changes that could impact costs, program timing",,Product Eng,,False,Gate2,Gate 2
GPM_GR-121-Gate2-175,Gate Checklist-更新版,68,Product Design and Development - AE,GPM_GR-121,Review if there is a warranty risk,Product Design and Development,Gate 2,X,required,"Based on Process Triggers, ref MP-PM-009",MP-PM-009,Product Eng,,False,Gate2,Gate 2
GPM_GR-121-Gate3-176,Gate Checklist-更新版,68,Product Design and Development - AE,GPM_GR-121,Review if there is a warranty risk,Product Design and Development,Gate 3,X,required,"Based on Process Triggers, ref MP-PM-009",MP-PM-009,Product Eng,,False,Gate3,Gate 3
GPM_GR-121-Gate4-177,Gate Checklist-更新版,68,Product Design and Development - AE,GPM_GR-121,Review if there is a warranty risk,Product Design and Development,Gate 4,X,required,"Based on Process Triggers, ref MP-PM-009",MP-PM-009,Product Eng,,False,Gate4,Gate 4
GPM_GR-121-Gate5-178,Gate Checklist-更新版,68,Product Design and Development - AE,GPM_GR-121,Review if there is a warranty risk,Product Design and Development,Gate 5,X,required,"Based on Process Triggers, ref MP-PM-009",MP-PM-009,Product Eng,,False,Gate5,Gate 5
GPM_GR-121-Gate6-179,Gate Checklist-更新版,68,Product Design and Development - AE,GPM_GR-121,Review if there is a warranty risk,Product Design and Development,Gate 6,X,required,"Based on Process Triggers, ref MP-PM-009",MP-PM-009,Product Eng,,False,Gate6,Gate 6
GPM_GR-124-Gate3-180,Gate Checklist-更新版,69,Product Design and Development - AE,GPM_GR-124,Review if there are Late Design Changes in the program,Product Design and Development,Gate 3,X,required,"Review with Product Engineering if there are late design changes in the program.
A late design is any change on R3 drawing revision that happens after the equipment / supplier kick-off.
If there is a late design with an implementation plan in place, rate yellow. If there is a late design with no implementation plan in place, rate red.
In the ""Explanation"" field, start with the following sources of changes: Customer, BorgWarner, Supplier; then add the details.",,Product Eng,,False,Gate3,Gate 3
GPM_GR-124-Gate4-181,Gate Checklist-更新版,69,Product Design and Development - AE,GPM_GR-124,Review if there are Late Design Changes in the program,Product Design and Development,Gate 4,X,required,"Review with Product Engineering if there are late design changes in the program.
A late design is any change on R3 drawing revision that happens after the equipment / supplier kick-off.
If there is a late design with an implementation plan in place, rate yellow. If there is a late design with no implementation plan in place, rate red.
In the ""Explanation"" field, start with the following sources of changes: Customer, BorgWarner, Supplier; then add the details.",,Product Eng,,False,Gate4,Gate 4
GPM_GR-124-Gate5-182,Gate Checklist-更新版,69,Product Design and Development - AE,GPM_GR-124,Review if there are Late Design Changes in the program,Product Design and Development,Gate 5,X,required,"Review with Product Engineering if there are late design changes in the program.
A late design is any change on R3 drawing revision that happens after the equipment / supplier kick-off.
If there is a late design with an implementation plan in place, rate yellow. If there is a late design with no implementation plan in place, rate red.
In the ""Explanation"" field, start with the following sources of changes: Customer, BorgWarner, Supplier; then add the details.",,Product Eng,,False,Gate5,Gate 5
GPM_GR-124-Gate6-183,Gate Checklist-更新版,69,Product Design and Development - AE,GPM_GR-124,Review if there are Late Design Changes in the program,Product Design and Development,Gate 6,X,required,"Review with Product Engineering if there are late design changes in the program.
A late design is any change on R3 drawing revision that happens after the equipment / supplier kick-off.
If there is a late design with an implementation plan in place, rate yellow. If there is a late design with no implementation plan in place, rate red.
In the ""Explanation"" field, start with the following sources of changes: Customer, BorgWarner, Supplier; then add the details.",,Product Eng,,False,Gate6,Gate 6
GPM_GR-140-Gate2-184,Gate Checklist-更新版,70,Product Design and Development - AE,GPM_GR-140,Limit Samples,Product Design and Development,Gate 2,X,required,Definition of limit samples,,Product Eng,,False,Gate2,Gate 2
GPM_GR-140-Gate3-185,Gate Checklist-更新版,70,Product Design and Development - AE,GPM_GR-140,Limit Samples,Product Design and Development,Gate 3,X,required,Limit samples available,,Product Eng,,False,Gate3,Gate 3
GPM_GR-163-Gate0-186,Gate Checklist-更新版,71,Product Design and Development - AE,GPM_GR-163,Product Application Approval (PAA),Product Design and Development,Gate 0,X,required,"At each gate review with Product Engineering if there is any Open Technical Issues that could present Warranty Risk, if it the case, check the plan to close the open issues.",MP-E-GEN-029 - Customer Technical Requirements Management,Product Eng,,False,CKO,Gate 0
GPM_GR-163-PKO-188,Gate Checklist-更新版,71,Product Design and Development - AE,GPM_GR-163,Product Application Approval (PAA),Product Design and Development,PKO,X,required,"At each gate review with Product Engineering if there is any Open Technical Issues that could present Warranty Risk, if it the case, check the plan to close the open issues.",MP-E-GEN-029 - Customer Technical Requirements Management,Product Eng,,False,PKO,PKO
GPM_GR-163-Gate1-189,Gate Checklist-更新版,71,Product Design and Development - AE,GPM_GR-163,Product Application Approval (PAA),Product Design and Development,Gate 1,X,required,"At each gate review with Product Engineering if there is any Open Technical Issues that could present Warranty Risk, if it the case, check the plan to close the open issues.",MP-E-GEN-029 - Customer Technical Requirements Management,Product Eng,,False,Gate1,Gate 1
GPM_GR-163-Gate2-190,Gate Checklist-更新版,71,Product Design and Development - AE,GPM_GR-163,Product Application Approval (PAA),Product Design and Development,Gate 2,X,required,"At each gate review with Product Engineering if there is any Open Technical Issues that could present Warranty Risk, if it the case, check the plan to close the open issues.",MP-E-GEN-029 - Customer Technical Requirements Management,Product Eng,,False,Gate2,Gate 2
GPM_GR-163-Gate3-191,Gate Checklist-更新版,71,Product Design and Development - AE,GPM_GR-163,Product Application Approval (PAA),Product Design and Development,Gate 3,X,required,"At each gate review with Product Engineering if there is any Open Technical Issues that could present Warranty Risk, if it the case, check the plan to close the open issues.",MP-E-GEN-029 - Customer Technical Requirements Management,Product Eng,,False,Gate3,Gate 3
GPM_GR-163-Gate4-192,Gate Checklist-更新版,71,Product Design and Development - AE,GPM_GR-163,Product Application Approval (PAA),Product Design and Development,Gate 4,X,required,"At each gate review with Product Engineering if there is any Open Technical Issues that could present Warranty Risk, if it the case, check the plan to close the open issues.",MP-E-GEN-029 - Customer Technical Requirements Management,Product Eng,,False,Gate4,Gate 4
GPM_GR-163-Gate5-193,Gate Checklist-更新版,71,Product Design and Development - AE,GPM_GR-163,Product Application Approval (PAA),Product Design and Development,Gate 5,X,required,"At each gate review with Product Engineering if there is any Open Technical Issues that could present Warranty Risk, if it the case, check the plan to close the open issues.",MP-E-GEN-029 - Customer Technical Requirements Management,Product Eng,,False,Gate5,Gate 5
GPM_GR-163-Gate6-194,Gate Checklist-更新版,71,Product Design and Development - AE,GPM_GR-163,Product Application Approval (PAA),Product Design and Development,Gate 6,X,required,"At each gate review with Product Engineering if there is any Open Technical Issues that could present Warranty Risk, if it the case, check the plan to close the open issues.",MP-E-GEN-029 - Customer Technical Requirements Management,Product Eng,,False,Gate6,Gate 6
GPM_GR-100-CKO-195,Gate Checklist-更新版,73,Production and Logistic-Liu Yuewen,GPM_GR-100,Customer Packaging specification,Production and Logistic,CKO,X,required,"Responsible function changes by plant, identify the specific owner in Champion column",,"Mfg Engineering,Logistic",,False,CKO,CKO
GPM_GR-100-PKO-196,Gate Checklist-更新版,73,Production and Logistic-Liu Yuewen,GPM_GR-100,Customer Packaging specification,Production and Logistic,PKO,X,required,"Responsible function changes by plant, identify the specific owner in Champion column",,"Mfg Engineering,Logistic",,False,PKO,PKO
GPM_GR-100-Gate1-197,Gate Checklist-更新版,73,Production and Logistic-Liu Yuewen,GPM_GR-100,Customer Packaging specification,Production and Logistic,Gate 1,X,required,Verify if customer packaging specifications are clear and have been considered for lead time and cost assumptions Gate 2: Verify if customer packaging specifications are clear and the procurement is planned on time for the program.,,"Mfg Engineering,Logistic",,False,Gate1,Gate 1
GPM_GR-100-Gate2-198,Gate Checklist-更新版,73,Production and Logistic-Liu Yuewen,GPM_GR-100,Customer Packaging specification,Production and Logistic,Gate 2,X,required,"Responsible function changes by plant, identify the specific owner in Champion column",,"Mfg Engineering,Logistic",,False,Gate2,Gate 2
GPM_GR-101-PKO-199,Gate Checklist-更新版,74,Production and Logistic-Liu Yuewen,GPM_GR-101,Internal / Supplier packaging specification,Production and Logistic,PKO,X,required,"Responsible function changes by plant, identify the specific owner in Champion column",GSM-F012,"Mfg Engineering,Logistic",,False,PKO,PKO
GPM_GR-101-Gate1-200,Gate Checklist-更新版,74,Production and Logistic-Liu Yuewen,GPM_GR-101,Internal / Supplier packaging specification,Production and Logistic,Gate 1,X,required,Verify if internal packaging specifications are clear and have been considered for lead time and cost assumptions Gate 2: Verify that internal and supplier packaging are identified and planned on time for the program,GSM-F012,"Mfg Engineering,Logistic",,False,Gate1,Gate 1
GPM_GR-101-Gate2-201,Gate Checklist-更新版,74,Production and Logistic-Liu Yuewen,GPM_GR-101,Internal / Supplier packaging specification,Production and Logistic,Gate 2,X,required,"Responsible function changes by plant, identify the specific owner in Champion column",GSM-F012,"Mfg Engineering,Logistic",,False,Gate2,Gate 2
GPM_GR-102-Gate4-202,Gate Checklist-更新版,75,Production and Logistic-Liu Yuewen,GPM_GR-102,Manning Plan and Training,Production and Logistic,Gate 4,X,required,"Verify that the manning plan (if additional workers are required) is consistent with PPAP, SOP and ramp up plan, verify that operator training on new processes are adequately planned",,Production,,False,Gate4,Gate 4
GPM_GR-102-Gate5-203,Gate Checklist-更新版,75,Production and Logistic-Liu Yuewen,GPM_GR-102,Manning Plan and Training,Production and Logistic,Gate 5,X,required,"Verify that the manning plan (if additional workers are required) is consistent with PPAP, SOP and ramp up plan, verify that operator training on new processes are adequately planned",,Production,,False,Gate5,Gate 5
GPM_GR-103-Gate5-204,Gate Checklist-更新版,76,Production and Logistic-Liu Yuewen,GPM_GR-103,Customer Releases / Schedules Received,Production and Logistic,Gate 5,X,required,Verify with Logistics / Materials that customer schedules have been received and input into the ERP system,Schedules,Logistic,,False,Gate5,Gate 5
GPM_GR-104-Gate5-205,Gate Checklist-更新版,77,Production and Logistic-Liu Yuewen,GPM_GR-104,Customer EDI connection ready (where required),Production and Logistic,Gate 5,X,required,Verify the activity is completed,,Logistic,,False,Gate5,Gate 5
GPM_GR-105-Gate4-206,Gate Checklist-更新版,78,Production and Logistic-Liu Yuewen,GPM_GR-105,Mass production packaging approved and available,Production and Logistic,Gate 4,X,required,"Verify that mass production packaging has been planned and will be available for the PPAP & SOP (also include Labeling requirement in the verification)
Responsible function changes by plant, identify the specific owner in Champion column",,"Mfg Engineering,Logistic",,False,Gate4,Gate 4
GPM_GR-105-Gate5-207,Gate Checklist-更新版,78,Production and Logistic-Liu Yuewen,GPM_GR-105,Mass production packaging approved and available,Production and Logistic,Gate 5,X,required,"Verify that mass production packaging has been planned and will be available for the PPAP & SOP (also include Labeling requirement in the verification)
Responsible function changes by plant, identify the specific owner in Champion column",,"Mfg Engineering,Logistic",,False,Gate5,Gate 5
GPM_GR-106-Gate4-208,Gate Checklist-更新版,79,Production and Logistic-Liu Yuewen,GPM_GR-106,"ERP data base completed, BOM created",Production and Logistic,Gate 4,X,required,"Verify the activity is completed (BOM, Cycle Times and other ERP parameters). Engage all plant SAP key users.",,"PM,Logistic",,False,Gate4,Gate 4
GPM_GR-106-Gate5-209,Gate Checklist-更新版,79,Production and Logistic-Liu Yuewen,GPM_GR-106,"ERP data base completed, BOM created",Production and Logistic,Gate 5,X,required,"Verify the activity is completed (BOM, Cycle Times and other ERP parameters). Engage all plant SAP key users.",,"PM,Logistic",,False,Gate5,Gate 5
GPM_GR-107-Gate5-210,Gate Checklist-更新版,80,Production and Logistic-Liu Yuewen,GPM_GR-107,Schedules to Suppliers released,Production and Logistic,Gate 5,X,required,Verify with Logistic / Material that supplier schedules have been released. Ramp up plan defined for each new component according to BW requirements,,Logistic,,False,Gate5,Gate 5
GPM_GR-108-Gate5-211,Gate Checklist-更新版,81,Production and Logistic-Liu Yuewen,GPM_GR-108,Change Management CI Final (In production) Approval,Production and Logistic,Gate 5,X,required,"When the Change is put into production, the management designee responsible to acknowledge when the part is in production, approves the final task in Teamcenter software, and the CI is closed. Responsible function changes by plant, identify the specific owner in Champion column","MP-Q-001 process, paragraph 16.8","Logistic,Production",,False,Gate5,Gate 5
GPM_GR-109-Gate6-212,Gate Checklist-更新版,82,Production and Logistic-Liu Yuewen,GPM_GR-109,Customer Satisfaction: Delivery Performance,Production and Logistic,Gate 6,X,required,Check and track how many parts delivered from SOP and Delivery Performance,Delivery Metrics,Logistic,,False,Gate6,Gate 6
GPM_GR-111-Gate6-213,Gate Checklist-更新版,83,Production and Logistic-Liu Yuewen,GPM_GR-111,Supplier's Delivery performance,Production and Logistic,Gate 6,X,required,Check and track supplier’s delivery performance,SPS,Logistic,,False,Gate6,Gate 6
GPM_GR-141-Gate4-214,Gate Checklist-更新版,84,Production and Logistic-Liu Yuewen,GPM_GR-141,"Production Plan updated reflecting PPAP, Ramp Up, and SOP orders",Production and Logistic,Gate 4,X,required,Production orders are set up in SAP or Production order system,,"PM,Logistic",,False,Gate4,Gate 4
GPM_GR-141-Gate5-215,Gate Checklist-更新版,84,Production and Logistic-Liu Yuewen,GPM_GR-141,"Production Plan updated reflecting PPAP, Ramp Up, and SOP orders",Production and Logistic,Gate 5,X,required,Production orders are set up in SAP or Production order system,,"PM,Logistic",,False,Gate5,Gate 5
GPM_GR-142-Gate5-216,Gate Checklist-更新版,85,Production and Logistic-Liu Yuewen,GPM_GR-142,Preventive Maintenance Scheduled,Production and Logistic,Gate 5,X,required,Schedule in the proper system the execution of the Preventive Maintenance plans,,Maintenance,,False,Gate5,Gate 5
GPM_GR-53-Gate4-217,Gate Checklist-更新版,87,Quality Plan-Amanda Gu,GPM_GR-53,Updated Material Database (IMDS),Quality Plan,Gate 4,X,required,Verify activity is completed,IMDS Record,Plant Quality,,False,Gate4,Gate 4
GPM_GR-81-PKO-218,Gate Checklist-更新版,88,Quality Plan-Amanda Gu,GPM_GR-81,Preliminary Control Plan,Quality Plan,PKO,X,required,Check if a preliminary CP has been developed or an existing product one can be considered as a reference,Control Plan,Plant Quality,,False,PKO,PKO
GPM_GR-81-Gate1-219,Gate Checklist-更新版,88,Quality Plan-Amanda Gu,GPM_GR-81,Preliminary Control Plan,Quality Plan,Gate 1,X,required,Check if a preliminary CP has been developed or an existing product one can be considered as a reference,Control Plan,Plant Quality,,False,Gate1,Gate 1
GPM_GR-82-PKO-220,Gate Checklist-更新版,89,Quality Plan-Amanda Gu,GPM_GR-82,Gauge & Measurement System Cost Estimate,Quality Plan,PKO,X,required,Check and verify if the Gauges and MSA requirements have been considered in the costs and in the timing plan (new gauges required?),AR & timing plan,Plant Quality,,False,PKO,PKO
GPM_GR-82-Gate1-221,Gate Checklist-更新版,89,Quality Plan-Amanda Gu,GPM_GR-82,Gauge & Measurement System Cost Estimate,Quality Plan,Gate 1,X,required,Check and verify if the Gauges and MSA requirements have been considered in the costs and in the timing plan (new gauges required?),AR & timing plan,Plant Quality,,False,Gate1,Gate 1
GPM_GR-83-Gate2-222,Gate Checklist-更新版,90,Quality Plan-Amanda Gu,GPM_GR-83,Order Gauges & Measurement Systems,Quality Plan,Gate 2,X,required,Verify that all new gauges required (at production and incoming) for the program are ordered or planned in time.,Purchase orders,Plant Quality,,False,Gate2,Gate 2
GPM_GR-84-Gate2-223,Gate Checklist-更新版,91,Quality Plan-Amanda Gu,GPM_GR-84,Control Plans Complete,Quality Plan,Gate 2,X,required,Verify that Control Plans are available (or planned in time) for all new process.,Control plans,Plant Quality,,False,Gate2,Gate 2
GPM_GR-84-Gate3-224,Gate Checklist-更新版,91,Quality Plan-Amanda Gu,GPM_GR-84,Control Plans Complete,Quality Plan,Gate 3,X,required,Verify that control plan for all OTS component have been developed on time and that Production Control Plan parts are also available or planned in time for PPAP.,Control plans,Plant Quality,,False,Gate3,Gate 3
GPM_GR-85-Gate2-225,Gate Checklist-更新版,92,Quality Plan-Amanda Gu,GPM_GR-85,Critical Parameters Scorecard (CPS),Quality Plan,Gate 2,X,required,Check with Quality that this activity is executed or planned in time,MP-E-GEN-020,Plant Quality,,False,Gate2,Gate 2
GPM_GR-85-Gate3-226,Gate Checklist-更新版,92,Quality Plan-Amanda Gu,GPM_GR-85,Critical Parameters Scorecard (CPS),Quality Plan,Gate 3,X,required,Verify activity is completed,MP-E-GEN-020,Plant Quality,,False,Gate3,Gate 3
GPM_GR-85-Gate4-227,Gate Checklist-更新版,92,Quality Plan-Amanda Gu,GPM_GR-85,Critical Parameters Scorecard (CPS),Quality Plan,Gate 4,X,required,Verify activity is completed,MP-E-GEN-020,Plant Quality,,False,Gate4,Gate 4
GPM_GR-86-Gate3-228,Gate Checklist-更新版,93,Quality Plan-Amanda Gu,GPM_GR-86,Review Quality of OTS Parts,Quality Plan,Gate 3,X,required,Verify that all inspections on OTS components have been completed as planned and all parts are meeting specification – Any deviation must have appropriate approval,Inspection reports / Approved deviations,Plant Quality,,False,Gate3,Gate 3
GPM_GR-87-Gate3-229,Gate Checklist-更新版,94,Quality Plan-Amanda Gu,GPM_GR-87,Approve Supplier's OTS parts,Quality Plan,Gate 3,X,required,Verify that all inspections on OTS purchased parts have been completed as planned and all parts are meeting specification – Any deviation must have appropriate approval,Inspection reports / Approved deviations,Plant Quality,,False,Gate3,Gate 3
GPM_GR-88-Gate3-230,Gate Checklist-更新版,95,Quality Plan-Amanda Gu,GPM_GR-88,Incoming Inspection Control Plans,Quality Plan,Gate 3,X,required,Verify that Control Plan for all OTS components have been developed on time.,Control Plan,Plant Quality,,False,Gate3,Gate 3
GPM_GR-88-Gate4-231,Gate Checklist-更新版,95,Quality Plan-Amanda Gu,GPM_GR-88,Incoming Inspection Control Plans,Quality Plan,Gate 4,X,required,Verify that Production Control Plan for parts is also available or planned in time for PPAP.,Control Plan,Plant Quality,,False,Gate4,Gate 4
GPM_GR-89-Gate2-232,Gate Checklist-更新版,96,Quality Plan-Amanda Gu,GPM_GR-89,Measurement Systems Analysis (MSA),Quality Plan,Gate 2,X,required,Develop an MSA plan per equipment with responsibilities and dates,MSA plan & results,Plant Quality,,False,Gate2,Gate 2
GPM_GR-89-Gate3-233,Gate Checklist-更新版,96,Quality Plan-Amanda Gu,GPM_GR-89,Measurement Systems Analysis (MSA),Quality Plan,Gate 3,X,required,Verify that all activities related to MSA have been competed. With particular focus on what is concerning the OTS build,MSA plan & results,Plant Quality,,False,Gate3,Gate 3
GPM_GR-89-Gate4-234,Gate Checklist-更新版,96,Quality Plan-Amanda Gu,GPM_GR-89,Measurement Systems Analysis (MSA),Quality Plan,Gate 4,X,required,Verify that all activities related to MSA have been competed.,MSA plan & results,Plant Quality,,False,Gate4,Gate 4
GPM_GR-90-Gate3-235,Gate Checklist-更新版,97,Quality Plan-Amanda Gu,GPM_GR-90,"Correlation Studies, Calibrations Complete, with Schedules",Quality Plan,Gate 3,X,required,Verify that all activities related to MSA have been competed. With particular focus on what is concerning the OTS build,MSA results,Plant Quality,,False,Gate3,Gate 3
GPM_GR-90-Gate4-236,Gate Checklist-更新版,97,Quality Plan-Amanda Gu,GPM_GR-90,"Correlation Studies, Calibrations Complete, with Schedules",Quality Plan,Gate 4,X,required,Verify that all activities related to MSA have been competed. With particular focus on what is concerning the PPAP build,MSA results,Plant Quality,,False,Gate4,Gate 4
GPM_GR-91-Gate4-237,Gate Checklist-更新版,98,Quality Plan-Amanda Gu,GPM_GR-91,Review PPAP Information,Quality Plan,Gate 4,X,required,Verify all Customer PPAP documentation has been prepared and available,PPAP Package,Plant Quality,,False,Gate4,Gate 4
GPM_GR-92-Gate4-238,Gate Checklist-更新版,99,Quality Plan-Amanda Gu,GPM_GR-92,Approve Supplier's PPAP parts,Quality Plan,Gate 4,X,required,Confirm all suppliers submitted PPAP have been approved – track any discrepancy in the Launch Excellence Metric sheet,PPAP Package,Plant Quality,,False,Gate4,Gate 4
GPM_GR-93-Gate4-239,Gate Checklist-更新版,100,Quality Plan-Amanda Gu,GPM_GR-93,Change Management Approval for required equipment moves,Quality Plan,Gate 4,X,required,Verify the process has been followed where applicable,Change Request (CR),Plant Quality,,False,Gate4,Gate 4
GPM_GR-94-Gate4-240,Gate Checklist-更新版,101,Quality Plan-Amanda Gu,GPM_GR-94,Change Management CI PPAP Approval,Quality Plan,Gate 4,X,required,Verify the process has been followed where applicable,Change Implementation (CI),Plant Quality,,False,Gate4,Gate 4
GPM_GR-95-Gate4-241,Gate Checklist-更新版,102,Quality Plan-Amanda Gu,GPM_GR-95,Control Plans w/ Product Sign-off,Quality Plan,Gate 4,X,required,Verify that Control Plan have been applied and signed off at each process stage,Control Plan,Plant Quality,,False,Gate4,Gate 4
GPM_GR-96-Gate4-242,Gate Checklist-更新版,103,Quality Plan-Amanda Gu,GPM_GR-96,Complete applicable CQI Audits,Quality Plan,Gate 4,X,required,Verify that all applicable CQI Audits have been performed and corrective actions have been defined and implemented (or there is a plan to implement before PPAP),CQI Audit Results,Plant Quality,,False,Gate4,Gate 4
GPM_GR-97-Gate4-243,Gate Checklist-更新版,104,Quality Plan-Amanda Gu,GPM_GR-97,Check Special Characteristic Capability,Quality Plan,Gate 4,X,required,Verify that all Capability checks have been performed with positive results – track any discrepancy and report,Capability results,Plant Quality,,False,Gate4,Gate 4
GPM_GR-98-Gate4-244,Gate Checklist-更新版,105,Quality Plan-Amanda Gu,GPM_GR-98,SPC Charts / Software Systems Updated,Quality Plan,Gate 4,X,required,"Initial SPC control limits  established from first time run at rate (Machine builder, BW internal)",SPC framework / charts,Plant Quality,,False,Gate4,Gate 4
GPM_GR-98-Gate5-245,Gate Checklist-更新版,105,Quality Plan-Amanda Gu,GPM_GR-98,SPC Charts / Software Systems Updated,Quality Plan,Gate 5,X,required,Verify that SPC framework is completed for any new process where SPC is planned,SPC framework / charts,Plant Quality,,False,Gate5,Gate 5
GPM_GR-99-Gate3-246,Gate Checklist-更新版,106,Quality Plan-Amanda Gu,GPM_GR-99,Early Production Containment Plan,Quality Plan,Gate 3,X,required,"Verify that, where applicable, an EPC plan is established",EPC Plan / Gate Charts,Plant Quality,,False,Gate3,Gate 3
GPM_GR-99-Gate4-247,Gate Checklist-更新版,106,Quality Plan-Amanda Gu,GPM_GR-99,Early Production Containment Plan,Quality Plan,Gate 4,X,required,"Verify that, where applicable, an EPC plan is established",EPC Plan / Gate Charts,Plant Quality,,False,Gate4,Gate 4
GPM_GR-99-Gate5-248,Gate Checklist-更新版,106,Quality Plan-Amanda Gu,GPM_GR-99,Early Production Containment Plan,Quality Plan,Gate 5,X,required,"Verify that, where applicable, an EPC plan is established",EPC Plan / Gate Charts,Plant Quality,,False,Gate5,Gate 5
GPM_GR-143-PKO-249,Gate Checklist-更新版,107,Quality Plan-Amanda Gu,GPM_GR-143,Prototype Control Plan,Quality Plan,PKO,X,required,Verify that prototype control plan is available when needed,Control Plan,Proto Dept,,False,PKO,PKO
GPM_GR-143-Gate1-250,Gate Checklist-更新版,107,Quality Plan-Amanda Gu,GPM_GR-143,Prototype Control Plan,Quality Plan,Gate 1,X,required,Verify that prototype control plan is available when needed,Control Plan,Proto Dept,,False,Gate1,Gate 1
GPM_GR-143-Gate2-251,Gate Checklist-更新版,107,Quality Plan-Amanda Gu,GPM_GR-143,Prototype Control Plan,Quality Plan,Gate 2,X,required,Verify that prototype control plan is available when needed,Control Plan,Proto Dept,,False,Gate2,Gate 2
GPM_GR-144-CKO-252,Gate Checklist-更新版,108,Quality Plan-Amanda Gu,GPM_GR-144,Customer requirements,Quality Plan,CKO,X,required,"Verify customer requirements cascaded through the internal and supplier quality plans, including:
- IATF Customer Specific Requirements (CSR)
- Customer Quality System Requirements (e.g. Audit, Run at Rate, Tiered Supplier Quality, Incoming Inspection, On-site support, Prototype Builds)
- Governmental / customer regulations for product / functional safety
- Contamination level in the production environment (e.g. clean room requirements)
AQM to lead when assigned to a program; Plant Quality for other cases","Drawings, DFMEA, DVP&R, Process Flow, PFMEA, Control Plan, Pre-Launch Control Plan, Work Instructions, Quality system updates","Plant Quality,AQM",,False,CKO,CKO
GPM_GR-144-PKO-253,Gate Checklist-更新版,108,Quality Plan-Amanda Gu,GPM_GR-144,Customer requirements,Quality Plan,PKO,X,required,"Verify customer requirements cascaded through the internal and supplier quality plans, including:
- IATF Customer Specific Requirements (CSR)
- Customer Quality System Requirements (e.g. Audit, Run at Rate, Tiered Supplier Quality, Incoming Inspection, On-site support, Prototype Builds)
- Governmental / customer regulations for product / functional safety
- Contamination level in the production environment (e.g. clean room requirements)
AQM to lead when assigned to a program; Plant Quality for other cases","Drawings, DFMEA, DVP&R, Process Flow, PFMEA, Control Plan, Pre-Launch Control Plan, Work Instructions, Quality system updates","Plant Quality,AQM",,False,PKO,PKO
GPM_GR-144-Gate1-254,Gate Checklist-更新版,108,Quality Plan-Amanda Gu,GPM_GR-144,Customer requirements,Quality Plan,Gate 1,X,required,"Verify customer requirements cascaded through the internal and supplier quality plans, including:
- IATF Customer Specific Requirements (CSR)
- Customer Quality System Requirements (e.g. Audit, Run at Rate, Tiered Supplier Quality, Incoming Inspection, On-site support, Prototype Builds)
- Governmental / customer regulations for product / functional safety
- Contamination level in the production environment (e.g. clean room requirements)
AQM to lead when assigned to a program; Plant Quality for other cases","Drawings, DFMEA, DVP&R, Process Flow, PFMEA, Control Plan, Pre-Launch Control Plan, Work Instructions, Quality system updates","Plant Quality,AQM",,False,Gate1,Gate 1
GPM_GR-144-Gate2-255,Gate Checklist-更新版,108,Quality Plan-Amanda Gu,GPM_GR-144,Customer requirements,Quality Plan,Gate 2,X,required,"Verify customer requirements cascaded through the internal and supplier quality plans, including:
- IATF Customer Specific Requirements (CSR)
- Customer Quality System Requirements (e.g. Audit, Run at Rate, Tiered Supplier Quality, Incoming Inspection, On-site support, Prototype Builds)
- Governmental / customer regulations for product / functional safety
- Contamination level in the production environment (e.g. clean room requirements)
AQM to lead when assigned to a program; Plant Quality for other cases","Drawings, DFMEA, DVP&R, Process Flow, PFMEA, Control Plan, Pre-Launch Control Plan, Work Instructions, Quality system updates","Plant Quality,AQM",,False,Gate2,Gate 2
GPM_GR-144-Gate3-256,Gate Checklist-更新版,108,Quality Plan-Amanda Gu,GPM_GR-144,Customer requirements,Quality Plan,Gate 3,X,required,"Verify customer requirements cascaded through the internal and supplier quality plans, including:
- IATF Customer Specific Requirements (CSR)
- Customer Quality System Requirements (e.g. Audit, Run at Rate, Tiered Supplier Quality, Incoming Inspection, On-site support, Prototype Builds)
- Governmental / customer regulations for product / functional safety
- Contamination level in the production environment (e.g. clean room requirements)
AQM to lead when assigned to a program; Plant Quality for other cases","Drawings, DFMEA, DVP&R, Process Flow, PFMEA, Control Plan, Pre-Launch Control Plan, Work Instructions, Quality system updates","Plant Quality,AQM",,False,Gate3,Gate 3
